Date,Unit,DayOfWeek,IsHoliday,HolidayName,HolidayType,SurgeriesPerDay,PatientsPerDay,LinenUsage
30/08/2023,MedSurg,Wednesday,FALSE,,,0,53,162
30/08/2023,ICU,Wednesday,FALSE,,,0,8,45
30/08/2023,Maternity,Wednesday,FALSE,,,0,9,19
31/08/2023,OR,Thursday,FALSE,,,14,14,249
31/08/2023,MedSurg,Thursday,FALSE,,,0,59,184
31/08/2023,ICU,Thursday,FALSE,,,0,9,38
31/08/2023,Maternity,Thursday,FALSE,,,0,10,29
01/09/2023,OR,Friday,FALSE,,,21,21,365
01/09/2023,MedSurg,Friday,FALSE,,,0,52,153
01/09/2023,ICU,Friday,FALSE,,,0,8,40
01/09/2023,Maternity,Friday,FALSE,,,0,9,33
02/09/2023,OR,Saturday,FALSE,,,6,6,107
02/09/2023,MedSurg,Saturday,FALSE,,,0,62,186
02/09/2023,ICU,Saturday,FALSE,,,0,9,45
02/09/2023,Maternity,Saturday,FALSE,,,0,10,34
03/09/2023,OR,Sunday,FALSE,,,5,5,88
03/09/2023,MedSurg,Sunday,FALSE,,,0,53,161
03/09/2023,ICU,Sunday,FALSE,,,0,8,26
03/09/2023,Maternity,Sunday,FALSE,,,0,9,33
04/09/2023,OR,Monday,TRUE,Labour Day,Statutory,6,6,110
04/09/2023,MedSurg,Monday,TRUE,Labour Day,Statutory,0,58,181
04/09/2023,ICU,Monday,TRUE,Labour Day,Statutory,0,10,29
04/09/2023,Maternity,Monday,TRUE,Labour Day,Statutory,0,9,33
05/09/2023,OR,Tuesday,FALSE,,,14,14,256
05/09/2023,MedSurg,Tuesday,FALSE,,,0,48,173
05/09/2023,ICU,Tuesday,FALSE,,,0,7,27
05/09/2023,Maternity,Tuesday,FALSE,,,0,8,37
06/09/2023,OR,Wednesday,FALSE,,,14,14,258
06/09/2023,MedSurg,Wednesday,FALSE,,,0,51,168
06/09/2023,ICU,Wednesday,FALSE,,,0,8,34
06/09/2023,Maternity,Wednesday,FALSE,,,0,8,16
07/09/2023,OR,Thursday,FALSE,,,17,17,309
07/09/2023,MedSurg,Thursday,FALSE,,,0,56,189
07/09/2023,ICU,Thursday,FALSE,,,0,9,48
07/09/2023,Maternity,Thursday,FALSE,,,0,9,26
08/09/2023,OR,Friday,FALSE,,,19,19,340
08/09/2023,MedSurg,Friday,FALSE,,,0,58,169
08/09/2023,ICU,Friday,FALSE,,,0,9,47
08/09/2023,Maternity,Friday,FALSE,,,0,10,33
09/09/2023,OR,Saturday,FALSE,,,5,5,88
09/09/2023,MedSurg,Saturday,FALSE,,,0,65,198
09/09/2023,ICU,Saturday,FALSE,,,0,10,41
09/09/2023,Maternity,Saturday,FALSE,,,0,11,42
10/09/2023,OR,Sunday,FALSE,,,6,6,111
10/09/2023,MedSurg,Sunday,FALSE,,,0,58,175
10/09/2023,ICU,Sunday,FALSE,,,0,9,35
10/09/2023,Maternity,Sunday,FALSE,,,0,10,41
11/09/2023,OR,Monday,FALSE,,,15,15,268
11/09/2023,MedSurg,Monday,FALSE,,,0,61,185
11/09/2023,ICU,Monday,FALSE,,,0,9,45
11/09/2023,Maternity,Monday,FALSE,,,0,10,46
12/09/2023,OR,Tuesday,FALSE,,,14,14,251
12/09/2023,MedSurg,Tuesday,FALSE,,,0,51,148
12/09/2023,ICU,Tuesday,FALSE,,,0,8,33
12/09/2023,Maternity,Tuesday,FALSE,,,0,9,29
13/09/2023,OR,Wednesday,FALSE,,,14,14,251
13/09/2023,MedSurg,Wednesday,FALSE,,,0,55,172
13/09/2023,ICU,Wednesday,FALSE,,,0,9,48
13/09/2023,Maternity,Wednesday,FALSE,,,0,9,32
14/09/2023,OR,Thursday,FALSE,,,14,14,259
14/09/2023,MedSurg,Thursday,FALSE,,,0,52,160
14/09/2023,ICU,Thursday,FALSE,,,0,8,33
14/09/2023,Maternity,Thursday,FALSE,,,0,9,26
15/09/2023,OR,Friday,FALSE,,,18,18,315
15/09/2023,MedSurg,Friday,FALSE,,,0,56,167
15/09/2023,ICU,Friday,FALSE,,,0,9,30
15/09/2023,Maternity,Friday,FALSE,,,0,9,24
16/09/2023,OR,Saturday,FALSE,,,6,6,107
16/09/2023,MedSurg,Saturday,FALSE,,,0,57,165
16/09/2023,ICU,Saturday,FALSE,,,0,9,40
16/09/2023,Maternity,Saturday,FALSE,,,0,10,42
17/09/2023,OR,Sunday,FALSE,,,4,4,71
17/09/2023,MedSurg,Sunday,FALSE,,,0,53,163
17/09/2023,ICU,Sunday,FALSE,,,0,8,24
17/09/2023,Maternity,Sunday,FALSE,,,0,9,30
18/09/2023,OR,Monday,FALSE,,,21,21,369
18/09/2023,MedSurg,Monday,FALSE,,,0,59,199
18/09/2023,ICU,Monday,FALSE,,,0,9,32
18/09/2023,Maternity,Monday,FALSE,,,0,10,31
19/09/2023,OR,Tuesday,FALSE,,,15,15,259
19/09/2023,MedSurg,Tuesday,FALSE,,,0,60,172
19/09/2023,ICU,Tuesday,FALSE,,,0,9,39
19/09/2023,Maternity,Tuesday,FALSE,,,0,10,30
20/09/2023,OR,Wednesday,FALSE,,,18,18,328
20/09/2023,MedSurg,Wednesday,FALSE,,,0,46,148
20/09/2023,ICU,Wednesday,FALSE,,,0,7,21
20/09/2023,Maternity,Wednesday,FALSE,,,0,8,31
21/09/2023,OR,Thursday,FALSE,,,14,14,254
21/09/2023,MedSurg,Thursday,FALSE,,,0,49,158
21/09/2023,ICU,Thursday,FALSE,,,0,8,32
21/09/2023,Maternity,Thursday,FALSE,,,0,8,39
22/09/2023,OR,Friday,FALSE,,,18,18,325
22/09/2023,MedSurg,Friday,FALSE,,,0,52,168
22/09/2023,ICU,Friday,FALSE,,,0,8,31
22/09/2023,Maternity,Friday,FALSE,,,0,9,36
23/09/2023,OR,Saturday,FALSE,,,3,3,58
23/09/2023,MedSurg,Saturday,FALSE,,,0,53,172
23/09/2023,ICU,Saturday,FALSE,,,0,8,49
23/09/2023,Maternity,Saturday,FALSE,,,0,9,27
24/09/2023,OR,Sunday,FALSE,,,4,4,72
24/09/2023,MedSurg,Sunday,FALSE,,,0,56,165
24/09/2023,ICU,Sunday,FALSE,,,0,9,51
24/09/2023,Maternity,Sunday,FALSE,,,0,9,38
25/09/2023,OR,Monday,FALSE,,,16,16,292
25/09/2023,MedSurg,Monday,FALSE,,,0,56,177
25/09/2023,ICU,Monday,FALSE,,,0,9,55
25/09/2023,Maternity,Monday,FALSE,,,0,9,32
26/09/2023,OR,Tuesday,FALSE,,,15,15,264
26/09/2023,MedSurg,Tuesday,FALSE,,,0,50,161
26/09/2023,ICU,Tuesday,FALSE,,,0,8,42
26/09/2023,Maternity,Tuesday,FALSE,,,0,8,32
27/09/2023,OR,Wednesday,FALSE,,,14,14,251
27/09/2023,MedSurg,Wednesday,FALSE,,,0,54,164
27/09/2023,ICU,Wednesday,FALSE,,,0,9,43
27/09/2023,Maternity,Wednesday,FALSE,,,0,9,38
28/09/2023,OR,Thursday,FALSE,,,21,21,378
28/09/2023,MedSurg,Thursday,FALSE,,,0,52,170
28/09/2023,ICU,Thursday,FALSE,,,0,8,38
28/09/2023,Maternity,Thursday,FALSE,,,0,9,30
29/09/2023,OR,Friday,FALSE,,,14,14,245
29/09/2023,MedSurg,Friday,FALSE,,,0,62,189
29/09/2023,ICU,Friday,FALSE,,,0,10,40
29/09/2023,Maternity,Friday,FALSE,,,0,10,38
30/09/2023,OR,Saturday,FALSE,,,7,7,120
30/09/2023,MedSurg,Saturday,FALSE,,,0,54,179
30/09/2023,ICU,Saturday,FALSE,,,0,9,33
30/09/2023,Maternity,Saturday,FALSE,,,0,9,39
01/10/2023,OR,Sunday,FALSE,,,7,7,124
01/10/2023,MedSurg,Sunday,FALSE,,,0,52,177
01/10/2023,ICU,Sunday,FALSE,,,0,8,20
01/10/2023,Maternity,Sunday,FALSE,,,0,9,27
02/10/2023,OR,Monday,FALSE,,,21,21,375
02/10/2023,MedSurg,Monday,FALSE,,,0,59,185
02/10/2023,ICU,Monday,FALSE,,,0,9,29
02/10/2023,Maternity,Monday,FALSE,,,0,10,33
03/10/2023,OR,Tuesday,FALSE,,,16,16,293
03/10/2023,MedSurg,Tuesday,FALSE,,,0,52,154
03/10/2023,ICU,Tuesday,FALSE,,,0,8,21
03/10/2023,Maternity,Tuesday,FALSE,,,0,9,31
04/10/2023,OR,Wednesday,FALSE,,,20,20,367
04/10/2023,MedSurg,Wednesday,FALSE,,,0,46,126
04/10/2023,ICU,Wednesday,FALSE,,,0,7,22
04/10/2023,Maternity,Wednesday,FALSE,,,0,8,27
05/10/2023,OR,Thursday,FALSE,,,14,14,252
05/10/2023,MedSurg,Thursday,FALSE,,,0,54,161
05/10/2023,ICU,Thursday,FALSE,,,0,9,35
05/10/2023,Maternity,Thursday,FALSE,,,0,9,40
06/10/2023,OR,Friday,FALSE,,,19,19,350
06/10/2023,MedSurg,Friday,FALSE,,,0,52,169
06/10/2023,ICU,Friday,FALSE,,,0,8,38
06/10/2023,Maternity,Friday,FALSE,,,0,9,24
07/10/2023,OR,Saturday,FALSE,,,5,5,86
07/10/2023,MedSurg,Saturday,FALSE,,,0,49,152
07/10/2023,ICU,Saturday,FALSE,,,0,8,44
07/10/2023,Maternity,Saturday,FALSE,,,0,8,27
08/10/2023,OR,Sunday,FALSE,,,4,4,73
08/10/2023,MedSurg,Sunday,FALSE,,,0,57,185
08/10/2023,ICU,Sunday,FALSE,,,0,9,37
08/10/2023,Maternity,Sunday,FALSE,,,0,10,31
09/10/2023,OR,Monday,TRUE,Thanksgiving Day,Public,9,9,166
09/10/2023,MedSurg,Monday,TRUE,Thanksgiving Day,Public,0,53,175
09/10/2023,ICU,Monday,TRUE,Thanksgiving Day,Public,0,9,50
09/10/2023,Maternity,Monday,TRUE,Thanksgiving Day,Public,0,9,36
10/10/2023,OR,Tuesday,FALSE,,,14,14,253
10/10/2023,MedSurg,Tuesday,FALSE,,,0,56,182
10/10/2023,ICU,Tuesday,FALSE,,,0,9,38
10/10/2023,Maternity,Tuesday,FALSE,,,0,9,35
11/10/2023,OR,Wednesday,FALSE,,,14,14,242
11/10/2023,MedSurg,Wednesday,FALSE,,,0,67,191
11/10/2023,ICU,Wednesday,FALSE,,,0,11,66
11/10/2023,Maternity,Wednesday,FALSE,,,0,11,43
12/10/2023,OR,Thursday,FALSE,,,18,18,317
12/10/2023,MedSurg,Thursday,FALSE,,,0,53,164
12/10/2023,ICU,Thursday,FALSE,,,0,9,55
12/10/2023,Maternity,Thursday,FALSE,,,0,9,25
13/10/2023,OR,Friday,FALSE,,,21,21,376
13/10/2023,MedSurg,Friday,FALSE,,,0,43,150
13/10/2023,ICU,Friday,FALSE,,,0,7,41
13/10/2023,Maternity,Friday,FALSE,,,0,7,24
14/10/2023,OR,Saturday,FALSE,,,6,6,102
14/10/2023,MedSurg,Saturday,FALSE,,,0,52,164
14/10/2023,ICU,Saturday,FALSE,,,0,9,51
14/10/2023,Maternity,Saturday,FALSE,,,0,9,32
15/10/2023,OR,Sunday,FALSE,,,4,4,80
15/10/2023,MedSurg,Sunday,FALSE,,,0,52,161
15/10/2023,ICU,Sunday,FALSE,,,0,9,46
15/10/2023,Maternity,Sunday,FALSE,,,0,9,46
16/10/2023,OR,Monday,FALSE,,,21,21,379
16/10/2023,MedSurg,Monday,FALSE,,,0,57,175
16/10/2023,ICU,Monday,FALSE,,,0,10,59
16/10/2023,Maternity,Monday,FALSE,,,0,10,34
17/10/2023,OR,Tuesday,FALSE,,,14,14,252
17/10/2023,MedSurg,Tuesday,FALSE,,,0,60,169
17/10/2023,ICU,Tuesday,FALSE,,,0,10,30
17/10/2023,Maternity,Tuesday,FALSE,,,0,10,38
18/10/2023,OR,Wednesday,FALSE,,,21,21,380
18/10/2023,MedSurg,Wednesday,FALSE,,,0,56,166
18/10/2023,ICU,Wednesday,FALSE,,,0,9,38
18/10/2023,Maternity,Wednesday,FALSE,,,0,9,42
19/10/2023,OR,Thursday,FALSE,,,14,14,245
19/10/2023,MedSurg,Thursday,FALSE,,,0,44,146
19/10/2023,ICU,Thursday,FALSE,,,0,7,27
19/10/2023,Maternity,Thursday,FALSE,,,0,7,28
20/10/2023,OR,Friday,FALSE,,,18,18,330
20/10/2023,MedSurg,Friday,FALSE,,,0,53,161
20/10/2023,ICU,Friday,FALSE,,,0,9,47
20/10/2023,Maternity,Friday,FALSE,,,0,9,42
21/10/2023,OR,Saturday,FALSE,,,8,8,157
21/10/2023,MedSurg,Saturday,FALSE,,,0,54,170
21/10/2023,ICU,Saturday,FALSE,,,0,9,57
21/10/2023,Maternity,Saturday,FALSE,,,0,9,28
22/10/2023,OR,Sunday,FALSE,,,6,6,107
22/10/2023,MedSurg,Sunday,FALSE,,,0,48,162
22/10/2023,ICU,Sunday,FALSE,,,0,8,53
22/10/2023,Maternity,Sunday,FALSE,,,0,8,28
23/10/2023,OR,Monday,FALSE,,,20,20,367
23/10/2023,MedSurg,Monday,FALSE,,,0,59,186
23/10/2023,ICU,Monday,FALSE,,,0,10,47
23/10/2023,Maternity,Monday,FALSE,,,0,10,26
24/10/2023,OR,Tuesday,FALSE,,,14,14,248
24/10/2023,MedSurg,Tuesday,FALSE,,,0,53,168
24/10/2023,ICU,Tuesday,FALSE,,,0,9,39
24/10/2023,Maternity,Tuesday,FALSE,,,0,9,42
25/10/2023,OR,Wednesday,FALSE,,,19,19,342
25/10/2023,MedSurg,Wednesday,FALSE,,,0,50,164
25/10/2023,ICU,Wednesday,FALSE,,,0,9,54
25/10/2023,Maternity,Wednesday,FALSE,,,0,8,21
26/10/2023,OR,Thursday,FALSE,,,18,18,317
26/10/2023,MedSurg,Thursday,FALSE,,,0,55,156
26/10/2023,ICU,Thursday,FALSE,,,0,9,33
26/10/2023,Maternity,Thursday,FALSE,,,0,9,36
27/10/2023,OR,Friday,FALSE,,,14,14,245
27/10/2023,MedSurg,Friday,FALSE,,,0,50,153
27/10/2023,ICU,Friday,FALSE,,,0,9,43
27/10/2023,Maternity,Friday,FALSE,,,0,8,39
28/10/2023,OR,Saturday,FALSE,,,7,7,133
28/10/2023,MedSurg,Saturday,FALSE,,,0,55,165
28/10/2023,ICU,Saturday,FALSE,,,0,10,28
28/10/2023,Maternity,Saturday,FALSE,,,0,9,37
29/10/2023,OR,Sunday,FALSE,,,3,3,59
29/10/2023,MedSurg,Sunday,FALSE,,,0,59,190
29/10/2023,ICU,Sunday,FALSE,,,0,10,45
29/10/2023,Maternity,Sunday,FALSE,,,0,10,31
30/10/2023,OR,Monday,FALSE,,,14,14,255
30/10/2023,MedSurg,Monday,FALSE,,,0,54,161
30/10/2023,ICU,Monday,FALSE,,,0,9,29
30/10/2023,Maternity,Monday,FALSE,,,0,9,36
31/10/2023,OR,Tuesday,FALSE,,,15,15,278
31/10/2023,MedSurg,Tuesday,FALSE,,,0,49,155
31/10/2023,ICU,Tuesday,FALSE,,,0,9,30
31/10/2023,Maternity,Tuesday,FALSE,,,0,8,35
01/11/2023,OR,Wednesday,FALSE,,,19,19,343
01/11/2023,MedSurg,Wednesday,FALSE,,,0,48,149
01/11/2023,ICU,Wednesday,FALSE,,,0,8,15
01/11/2023,Maternity,Wednesday,FALSE,,,0,8,22
02/11/2023,OR,Thursday,FALSE,,,15,15,272
02/11/2023,MedSurg,Thursday,FALSE,,,0,56,187
02/11/2023,ICU,Thursday,FALSE,,,0,10,66
02/11/2023,Maternity,Thursday,FALSE,,,0,9,33
03/11/2023,OR,Friday,FALSE,,,19,19,351
03/11/2023,MedSurg,Friday,FALSE,,,0,51,166
03/11/2023,ICU,Friday,FALSE,,,0,9,39
03/11/2023,Maternity,Friday,FALSE,,,0,9,32
04/11/2023,OR,Saturday,FALSE,,,7,7,130
04/11/2023,MedSurg,Saturday,FALSE,,,0,54,177
04/11/2023,ICU,Saturday,FALSE,,,0,9,37
04/11/2023,Maternity,Saturday,FALSE,,,0,9,31
05/11/2023,OR,Sunday,FALSE,,,8,8,150
05/11/2023,MedSurg,Sunday,FALSE,,,0,51,160
05/11/2023,ICU,Sunday,FALSE,,,0,9,45
05/11/2023,Maternity,Sunday,FALSE,,,0,9,36
06/11/2023,OR,Monday,FALSE,,,16,16,283
06/11/2023,MedSurg,Monday,FALSE,,,0,53,169
06/11/2023,ICU,Monday,FALSE,,,0,9,35
06/11/2023,Maternity,Monday,FALSE,,,0,9,30
07/11/2023,OR,Tuesday,FALSE,,,16,16,281
07/11/2023,MedSurg,Tuesday,FALSE,,,0,61,182
07/11/2023,ICU,Tuesday,FALSE,,,0,11,42
07/11/2023,Maternity,Tuesday,FALSE,,,0,10,39
08/11/2023,OR,Wednesday,FALSE,,,14,14,258
08/11/2023,MedSurg,Wednesday,FALSE,,,0,52,136
08/11/2023,ICU,Wednesday,FALSE,,,0,9,32
08/11/2023,Maternity,Wednesday,FALSE,,,0,9,15
09/11/2023,OR,Thursday,FALSE,,,19,19,345
09/11/2023,MedSurg,Thursday,FALSE,,,0,55,174
09/11/2023,ICU,Thursday,FALSE,,,0,10,36
09/11/2023,Maternity,Thursday,FALSE,,,0,9,39
10/11/2023,OR,Friday,FALSE,,,17,17,311
10/11/2023,MedSurg,Friday,FALSE,,,0,50,155
10/11/2023,ICU,Friday,FALSE,,,0,9,27
10/11/2023,Maternity,Friday,FALSE,,,0,8,26
11/11/2023,OR,Saturday,TRUE,Remembrance Day,Statutory,2,2,45
11/11/2023,MedSurg,Saturday,TRUE,Remembrance Day,Statutory,0,49,150
11/11/2023,ICU,Saturday,TRUE,Remembrance Day,Statutory,0,10,58
11/11/2023,Maternity,Saturday,TRUE,Remembrance Day,Statutory,0,8,24
12/11/2023,OR,Sunday,FALSE,,,7,7,129
12/11/2023,MedSurg,Sunday,FALSE,,,0,54,160
12/11/2023,ICU,Sunday,FALSE,,,0,10,44
12/11/2023,Maternity,Sunday,FALSE,,,0,9,31
13/11/2023,OR,Monday,FALSE,,,21,21,369
13/11/2023,MedSurg,Monday,FALSE,,,0,54,169
13/11/2023,ICU,Monday,FALSE,,,0,10,43
13/11/2023,Maternity,Monday,FALSE,,,0,9,36
14/11/2023,OR,Tuesday,FALSE,,,15,15,251
14/11/2023,MedSurg,Tuesday,FALSE,,,0,55,170
14/11/2023,ICU,Tuesday,FALSE,,,0,10,28
14/11/2023,Maternity,Tuesday,FALSE,,,0,9,37
15/11/2023,OR,Wednesday,FALSE,,,16,16,290
15/11/2023,MedSurg,Wednesday,FALSE,,,0,50,176
15/11/2023,ICU,Wednesday,FALSE,,,0,9,47
15/11/2023,Maternity,Wednesday,FALSE,,,0,8,32
16/11/2023,OR,Thursday,FALSE,,,21,21,375
16/11/2023,MedSurg,Thursday,FALSE,,,0,54,173
16/11/2023,ICU,Thursday,FALSE,,,0,10,46
16/11/2023,Maternity,Thursday,FALSE,,,0,9,32
17/11/2023,OR,Friday,FALSE,,,15,15,263
17/11/2023,MedSurg,Friday,FALSE,,,0,63,197
17/11/2023,ICU,Friday,FALSE,,,0,12,41
17/11/2023,Maternity,Friday,FALSE,,,0,10,28
18/11/2023,OR,Saturday,FALSE,,,3,3,58
18/11/2023,MedSurg,Saturday,FALSE,,,0,51,165
18/11/2023,ICU,Saturday,FALSE,,,0,9,59
18/11/2023,Maternity,Saturday,FALSE,,,0,8,30
19/11/2023,OR,Sunday,FALSE,,,4,4,77
19/11/2023,MedSurg,Sunday,FALSE,,,0,60,195
19/11/2023,ICU,Sunday,FALSE,,,0,11,60
19/11/2023,Maternity,Sunday,FALSE,,,0,10,33
20/11/2023,OR,Monday,FALSE,,,15,15,267
20/11/2023,MedSurg,Monday,FALSE,,,0,67,215
20/11/2023,ICU,Monday,FALSE,,,0,12,49
20/11/2023,Maternity,Monday,FALSE,,,0,11,35
21/11/2023,OR,Tuesday,FALSE,,,16,16,300
21/11/2023,MedSurg,Tuesday,FALSE,,,0,55,160
21/11/2023,ICU,Tuesday,FALSE,,,0,10,51
21/11/2023,Maternity,Tuesday,FALSE,,,0,9,31
22/11/2023,OR,Wednesday,FALSE,,,20,20,368
22/11/2023,MedSurg,Wednesday,FALSE,,,0,63,202
22/11/2023,ICU,Wednesday,FALSE,,,0,12,34
22/11/2023,Maternity,Wednesday,FALSE,,,0,10,44
23/11/2023,OR,Thursday,FALSE,,,20,20,356
23/11/2023,MedSurg,Thursday,FALSE,,,0,50,172
23/11/2023,ICU,Thursday,FALSE,,,0,9,52
23/11/2023,Maternity,Thursday,FALSE,,,0,8,10
24/11/2023,OR,Friday,FALSE,,,14,14,247
24/11/2023,MedSurg,Friday,FALSE,,,0,62,197
24/11/2023,ICU,Friday,FALSE,,,0,12,31
24/11/2023,Maternity,Friday,FALSE,,,0,10,35
25/11/2023,OR,Saturday,FALSE,,,3,3,53
25/11/2023,MedSurg,Saturday,FALSE,,,0,57,176
25/11/2023,ICU,Saturday,FALSE,,,0,11,47
25/11/2023,Maternity,Saturday,FALSE,,,0,9,30
26/11/2023,OR,Sunday,FALSE,,,5,5,90
26/11/2023,MedSurg,Sunday,FALSE,,,0,62,186
26/11/2023,ICU,Sunday,FALSE,,,0,12,51
26/11/2023,Maternity,Sunday,FALSE,,,0,10,41
27/11/2023,OR,Monday,FALSE,,,15,15,269
27/11/2023,MedSurg,Monday,FALSE,,,0,51,155
27/11/2023,ICU,Monday,FALSE,,,0,10,54
27/11/2023,Maternity,Monday,FALSE,,,0,8,23
28/11/2023,OR,Tuesday,FALSE,,,18,18,319
28/11/2023,MedSurg,Tuesday,FALSE,,,0,57,161
28/11/2023,ICU,Tuesday,FALSE,,,0,11,48
28/11/2023,Maternity,Tuesday,FALSE,,,0,9,34
29/11/2023,OR,Wednesday,FALSE,,,21,21,386
29/11/2023,MedSurg,Wednesday,FALSE,,,0,51,164
29/11/2023,ICU,Wednesday,FALSE,,,0,10,30
29/11/2023,Maternity,Wednesday,FALSE,,,0,8,30
30/11/2023,OR,Thursday,FALSE,,,19,19,341
30/11/2023,MedSurg,Thursday,FALSE,,,0,55,164
30/11/2023,ICU,Thursday,FALSE,,,0,10,40
30/11/2023,Maternity,Thursday,FALSE,,,0,9,37
01/12/2023,OR,Friday,FALSE,,,15,15,270
01/12/2023,MedSurg,Friday,FALSE,,,0,48,152
01/12/2023,ICU,Friday,FALSE,,,0,9,27
01/12/2023,Maternity,Friday,FALSE,,,0,8,13
02/12/2023,OR,Saturday,FALSE,,,3,3,55
02/12/2023,MedSurg,Saturday,FALSE,,,0,56,161
02/12/2023,ICU,Saturday,FALSE,,,0,11,46
02/12/2023,Maternity,Saturday,FALSE,,,0,9,41
03/12/2023,OR,Sunday,FALSE,,,4,4,75
03/12/2023,MedSurg,Sunday,FALSE,,,0,52,151
03/12/2023,ICU,Sunday,FALSE,,,0,10,37
03/12/2023,Maternity,Sunday,FALSE,,,0,8,34
04/12/2023,OR,Monday,FALSE,,,14,14,245
04/12/2023,MedSurg,Monday,FALSE,,,0,53,165
04/12/2023,ICU,Monday,FALSE,,,0,10,41
04/12/2023,Maternity,Monday,FALSE,,,0,9,24
05/12/2023,OR,Tuesday,FALSE,,,19,19,343
05/12/2023,MedSurg,Tuesday,FALSE,,,0,61,174
05/12/2023,ICU,Tuesday,FALSE,,,0,12,80
05/12/2023,Maternity,Tuesday,FALSE,,,0,10,33
06/12/2023,OR,Wednesday,FALSE,,,20,20,366
06/12/2023,MedSurg,Wednesday,FALSE,,,0,45,124
06/12/2023,ICU,Wednesday,FALSE,,,0,9,33
06/12/2023,Maternity,Wednesday,FALSE,,,0,7,14
07/12/2023,OR,Thursday,FALSE,,,16,16,285
07/12/2023,MedSurg,Thursday,FALSE,,,0,52,166
07/12/2023,ICU,Thursday,FALSE,,,0,10,33
07/12/2023,Maternity,Thursday,FALSE,,,0,8,25
08/12/2023,OR,Friday,FALSE,,,14,14,248
08/12/2023,MedSurg,Friday,FALSE,,,0,52,150
08/12/2023,ICU,Friday,FALSE,,,0,10,45
08/12/2023,Maternity,Friday,FALSE,,,0,8,31
09/12/2023,OR,Saturday,FALSE,,,5,5,85
09/12/2023,MedSurg,Saturday,FALSE,,,0,59,191
09/12/2023,ICU,Saturday,FALSE,,,0,12,42
09/12/2023,Maternity,Saturday,FALSE,,,0,10,35
10/12/2023,OR,Sunday,FALSE,,,7,7,127
10/12/2023,MedSurg,Sunday,FALSE,,,0,63,192
10/12/2023,ICU,Sunday,FALSE,,,0,12,52
10/12/2023,Maternity,Sunday,FALSE,,,0,10,39
11/12/2023,OR,Monday,FALSE,,,17,17,315
11/12/2023,MedSurg,Monday,FALSE,,,0,56,168
11/12/2023,ICU,Monday,FALSE,,,0,11,38
11/12/2023,Maternity,Monday,FALSE,,,0,9,27
12/12/2023,OR,Tuesday,FALSE,,,18,18,323
12/12/2023,MedSurg,Tuesday,FALSE,,,0,54,160
12/12/2023,ICU,Tuesday,FALSE,,,0,11,63
12/12/2023,Maternity,Tuesday,FALSE,,,0,9,26
13/12/2023,OR,Wednesday,FALSE,,,18,18,325
13/12/2023,MedSurg,Wednesday,FALSE,,,0,63,195
13/12/2023,ICU,Wednesday,FALSE,,,0,13,63
13/12/2023,Maternity,Wednesday,FALSE,,,0,10,26
14/12/2023,OR,Thursday,FALSE,,,14,14,250
14/12/2023,MedSurg,Thursday,FALSE,,,0,60,189
14/12/2023,ICU,Thursday,FALSE,,,0,12,71
14/12/2023,Maternity,Thursday,FALSE,,,0,10,35
15/12/2023,OR,Friday,FALSE,,,18,18,331
15/12/2023,MedSurg,Friday,FALSE,,,0,58,181
15/12/2023,ICU,Friday,FALSE,,,0,12,57
15/12/2023,Maternity,Friday,FALSE,,,0,9,31
16/12/2023,OR,Saturday,FALSE,,,5,5,81
16/12/2023,MedSurg,Saturday,FALSE,,,0,63,197
16/12/2023,ICU,Saturday,FALSE,,,0,13,44
16/12/2023,Maternity,Saturday,FALSE,,,0,10,40
17/12/2023,OR,Sunday,FALSE,,,5,5,89
17/12/2023,MedSurg,Sunday,FALSE,,,0,58,184
17/12/2023,ICU,Sunday,FALSE,,,0,12,47
17/12/2023,Maternity,Sunday,FALSE,,,0,9,29
18/12/2023,OR,Monday,FALSE,,,16,16,274
18/12/2023,MedSurg,Monday,FALSE,,,0,54,187
18/12/2023,ICU,Monday,FALSE,,,0,11,44
18/12/2023,Maternity,Monday,FALSE,,,0,9,37
19/12/2023,OR,Tuesday,FALSE,,,17,17,312
19/12/2023,MedSurg,Tuesday,FALSE,,,0,65,198
19/12/2023,ICU,Tuesday,FALSE,,,0,13,68
19/12/2023,Maternity,Tuesday,FALSE,,,0,10,31
20/12/2023,OR,Wednesday,FALSE,,,19,19,339
20/12/2023,MedSurg,Wednesday,FALSE,,,0,59,176
20/12/2023,ICU,Wednesday,FALSE,,,0,12,37
20/12/2023,Maternity,Wednesday,FALSE,,,0,9,29
21/12/2023,OR,Thursday,FALSE,,,14,14,253
21/12/2023,MedSurg,Thursday,FALSE,,,0,54,157
21/12/2023,ICU,Thursday,FALSE,,,0,11,36
21/12/2023,Maternity,Thursday,FALSE,,,0,9,34
22/12/2023,OR,Friday,FALSE,,,21,21,374
22/12/2023,MedSurg,Friday,FALSE,,,0,52,178
22/12/2023,ICU,Friday,FALSE,,,0,11,58
22/12/2023,Maternity,Friday,FALSE,,,0,8,27
23/12/2023,OR,Saturday,FALSE,,,5,5,92
23/12/2023,MedSurg,Saturday,FALSE,,,0,57,182
23/12/2023,ICU,Saturday,FALSE,,,0,12,33
23/12/2023,Maternity,Saturday,FALSE,,,0,9,29
24/12/2023,OR,Sunday,FALSE,,,4,4,68
24/12/2023,MedSurg,Sunday,FALSE,,,0,59,179
24/12/2023,ICU,Sunday,FALSE,,,0,12,50
24/12/2023,Maternity,Sunday,FALSE,,,0,9,22
25/12/2023,OR,Monday,TRUE,Christmas Day,Statutory,4,4,76
